COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;COD_VIA_COMIENZA;CLASE_COMIENZA;PARTICULA_COMIENZA;VIA_NOMBRE_COMIENZA;COD_VIA_TERMINA;CLASE_TERMINA;PARTICULA_TERMINA;VIA_NOMBRE_TERMINA
00328925;CALLE;DEL;GENERAL ARRANDO;00694525;CALLE;DE;SANTA ENGRACIA;00031400;CALLE;DE;ALMAGRO
00328950;CALLE;DEL;GENERAL ASENSIO CABANILLAS;00352700;CALLE;DE;GUZMÁN EL BUENO;00484300;PLAZA;DEL;MARQUÉS DE COMILLAS
00329100;CALLE;DEL;GENERAL CABRERA;00492500;CALLE;DE LOS;MÁRTIRES DE PARACUELLOS;00334200;CALLE;DEL;GENERAL YAGÜE
00329200;CALLE;DEL;GENERAL CADENAS CAMPOS;00702000;AVENIDA;DEL;SANTO ÁNGEL DE LA GUARDA;99000001;LUGAR;;FONDO DE SACO
00329300;CALLE;DEL;GENERAL CASTAÑOS;00655500;PLAZA;DE LAS;SALESAS;00334800;CALLE;DE;GÉNOVA
00329400;CALLE;DEL;GENERAL DÁVILA;00352700;CALLE;DE;GUZMÁN EL BUENO;00767501;AVENIDA;DEL;VALLE
00329450;CALLE;DEL;GENERAL DÍAZ PORLIER;00018900;CALLE;DE;ALCALÁ;00310200;CALLE;DE;FRANCISCO SILVELA
00329500;AVENIDA;DEL;GENERAL FANJUL;00600400;AVENIDA;DE LOS;POBLADOS;00514700;CALLE;DE;MONROY
00329700;TRAVESÍA;DEL;GENERAL FRANCO;00329600;AVENIDA;DE;CARABANCHEL ALTO;00237400;CALLE;DE LA;GUITARRA
00329800;CALLE;DEL;GENERAL GALLEGOS;00417900;CALLE;DE;JUAN RAMÓN JIMÉNEZ;00556300;CALLE;DEL;PADRE DAMIÁN
00329900;CALLE;DEL;GENERAL GARCÍA DE LA HERRANZ;00241170;CALLE;DEL;DOCTOR ESPINA;00433400;CAMINO;DE;LEGANÉS
00329850;CALLE;DEL;GENERAL GARCÍA ESCÁMEZ;00329500;AVENIDA;DEL;GENERAL FANJUL;00767700;CALLE;DE;VALLE INCLÁN
00330100;TRAVESÍA;DEL;GENERAL HIERRO MARTÍNEZ;00702000;AVENIDA;DEL;SANTO ÁNGEL DE LA GUARDA;00329200;CALLE;DEL;GENERAL CADENAS CAMPOS
00330200;CALLE;DEL;GENERAL IBÁÑEZ DE ÍBERO;00669400;PASEO;DE;SAN FRANCISCO DE SALES;00635300;AVENIDA;DE LA;REINA VICTORIA
00000955;CALLE;DEL;GENERAL JUAN VAN-HALEN;00000954;CALLE;DE;CARMEN AMAYA;00000952;CALLE;DE LA;PRIMAVERA DE PRAGA
00330300;CALLE;DEL;GENERAL KIRKPATRICK;00748600;CALLE;DE;TORRELAGUNA;00078700;CALLE;DE;ARTURO SORIA
00330400;CALLE;DEL;GENERAL LACY;00501700;CALLE;DE;MÉNDEZ ÁLVARO;00628200;CALLE;DE;RAMÍREZ DE PRADO
00330500;CALLE;DEL;GENERAL LÓPEZ POZAS;00452200;PLAZA;DE LA;MADRE MOLAS;00494900;CALLE;DE;MATEO INURRIA
00330600;CALLE;DEL;GENERAL LORENZO;00574500;CALLE;DE;PEDRO DE RÉPIDE;00120500;CALLE;DE;CABELLO LAPIEDRA
00330700;CALLE;DEL;GENERAL MANSO;00285200;PASEO;DE;EXTREMADURA;00033100;CALLE;DEL;ALMIRANTE REQUESENS
00330800;CALLE;DEL;GENERAL MARGALLO;00114600;CALLE;DE;BRAVO MURILLO;00550500;CALLE;DE;ORENSE
00330900;PLAZA;DEL;GENERAL MAROTO;00230600;PASEO;DE LA;CHOPERA;00388900;CALLE;DE;JAIME EL CONQUISTADOR
00330950;CALLE;DEL;GENERAL MARTÍN CEREZO;00332700;CALLE;DEL;GENERAL RICARDOS;00388400;CALLE;DE;JACINTO VERDAGUER
00331100;PASEO;DEL;GENERAL MARTÍNEZ CAMPOS;00596500;GLORIETA;DEL;PINTOR SOROLLA;00153600;PASEO;DE LA;CASTELLANA
00331200;CALLE;DEL;GENERAL MARVÁ;00046400;CALLE;DE;ANDRÉS ARTEAGA;00240400;CALLE;DEL;DOCTOR CARMENA RUIZ
00331250;CALLE;DEL;GENERAL MILLÁN ASTRAY;00625300;CALLE;DE;RAFAEL FINAT;00333700;CALLE;DE;JOAQUÍN TURINA
00331300;CALLE;DEL;GENERAL MITRE;00342950;CALLE;;GRAN VÍA;00524500;PLAZA;DE LOS;MOSTENSES
00331500;PASAJE;DEL;GENERAL MOLA;00610450;CALLE;DEL;PRÍNCIPE DE VERGARA;99000001;LUGAR;;FONDO DE SACO
00331600;CALLE;DEL;GENERAL MOSCARDÓ;00627700;CALLE;DE;RAIMUNDO FERNÁNDEZ VILLAVERDE;00332100;AVENIDA;DEL;GENERAL PERÓN
00331700;CALLE;DEL;GENERAL ORÁA;00153600;PASEO;DE LA;CASTELLANA;00310200;CALLE;DE;FRANCISCO SILVELA
00331800;CALLE;DEL;GENERAL ORGAZ;00332100;AVENIDA;DEL;GENERAL PERÓN;00550500;CALLE;DE;ORENSE
00331900;CALLE;DEL;GENERAL PALANCA;00697200;PASEO;DE;SANTA MARÍA DE LA CABEZA;00234700;PASEO;DE LAS;DELICIAS
00332000;CALLE;DEL;GENERAL PARDIÑAS;00018900;CALLE;DE;ALCALÁ;00477300;CALLE;DE;MARÍA DE MOLINA
00332100;AVENIDA;DEL;GENERAL PERÓN;00373400;CALLE;DE LA;INFANTA MERCEDES;00153600;PASEO;DE LA;CASTELLANA
00332200;CALLE;DEL;GENERAL PINTOS;00079950;AVENIDA;DE;ASTURIAS;00778000;CALLE;DE LA;VÍA LÍMITE
00332400;CALLE;DEL;GENERAL PRIM;00510300;CALLE;DEL;MIRADOR DE LA SIERRA;99000001;LUGAR;;FONDO DE SACO
00332600;CALLE;DEL;GENERAL RAMÍREZ DE MADRID;00492500;CALLE;DE LOS;MÁRTIRES DE PARACUELLOS;00333900;CALLE;DEL;GENERAL VARELA
00332700;CALLE;DEL;GENERAL RICARDOS;00487500;GLORIETA;DEL;MARQUÉS DE VADILLO;00282410;CALLE;DE;EUGENIA DE MONTIJO
00332950;CALLE;DEL;GENERAL RODRIGO;00423200;CALLE;DE;JULIÁN ROMEA;00635300;AVENIDA;DE LA;REINA VICTORIA
00333000;CALLE;DEL;GENERAL ROMERO BASART;00329500;AVENIDA;DEL;GENERAL FANJUL;00001817;CALLE;DE LA;VIDAUBA
00333200;PASEO;DEL;GENERAL SAGARDÍA RAMOS;00702000;AVENIDA;DEL;SANTO ÁNGEL DE LA GUARDA;00329200;CALLE;DEL;GENERAL CADENAS CAMPOS
00333250;CALLE;DEL;GENERAL SALIQUET;00022250;CALLE;DE;ALDEANUEVA DE LA VERA;00525800;CALLE;DE;MUNTADAS
00333275;GLORIETA;DEL;GENERAL SAN MARTÍN;00564700;PARQUE;;OESTE;00067700;AVENIDA;DEL;ARCO DE LA VICTORIA
00333500;CALLE;DEL;GENERAL SERRANO ORIVE;00562900;CALLE;DEL;PARADOR DEL SOL;00485200;CALLE;DEL;MARQUÉS DE JURA REAL
00333701;CALLE;DEL;GENERAL URRUTIA;00658250;CALLE;DE;SAN ADOLFO;00609700;CALLE;DEL;PRIMERO DE OCTUBRE
00333800;PLAZA;DEL;GENERAL VARA DE REY;00041500;CALLE;DE LAS;AMAZONAS;00041500;CALLE;DE LAS;AMAZONAS
00333900;CALLE;DEL;GENERAL VARELA;00332100;AVENIDA;DEL;GENERAL PERÓN;00728100;CALLE;DE;SOR ÁNGELA DE LA CRUZ
00334100;CALLE;DEL;GENERAL VELARDE;00171800;AVENIDA;DE LA;CIUDAD DE BARCELONA;99000001;LUGAR;;FONDO DE SACO
00334200;CALLE;DEL;GENERAL YAGÜE;00153600;PASEO;DE LA;CASTELLANA;00114600;CALLE;DE;BRAVO MURILLO
00334400;CALLE;DEL;GENERAL ZABALA;00133300;CALLE;DE;CANILLAS;00644800;CALLE;DE;RODRÍGUEZ MARÍN
00334450;CALLE;DEL;GENERALIFE;00732100;CALLE;DE;TACONERA;00020250;CALLE;DE LA;ALCAZABA
00001003;CALLE;DE LA;GENEROSIDAD;00000997;CALLE;DE LA;TERTULIA;00000999;CALLE;DE LA;UNANIMIDAD
00334700;CALLE;DEL;GENIL;00434600;CALLE;DEL;LEIZARÁN;00170000;CALLE;DEL;CINCA
00000930;CALLE;DE LA;GENISTA;00270500;PASEO;DE LA;ERMITA DEL SANTO;00000929;CALLE;DE LA;NEGUILLA
00334800;CALLE;DE;GÉNOVA;00035300;PLAZA;DE;ALONSO MARTÍNEZ;00176800;PLAZA;DE;COLÓN
00334900;CALLE;DE;GENSERICO;00392200;PASEO;DE LOS;JESUITAS;00173400;CALLE;DE;CLEMENTE FERNÁNDEZ
00335000;CALLE;DE LA;GEOLOGÍA;00788800;CALLE;DE;VILLASTAR;00459100;CALLE;DE;MANOLA Y ROSARIO
00335100;PLAZA;DE LOS;GEÓLOGOS;00251400;PLAZA;DE LAS;DOS CASTILLAS;00070300;CALLE;DE;ARGENTINA
00335200;CALLE;DE LOS;GERANIOS;00661400;CALLE;DE;SAN BENITO;00778000;CALLE;DE LA;VÍA LÍMITE
00335300;CALLE;DE;GERARDO BAENA;00239000;CALLE;DE LA;DIVINA PASTORA;00384400;CALLE;DE LAS;ISLAS ANTÍPODAS
00335400;CALLE;DE;GERARDO CORDÓN;00518600;CALLE;DE;MONTEJURRA;00484400;AVENIDA;DEL;MARQUÉS DE CORBERA
00335500;TRAVESÍA;DE;GERARDO CORDÓN;00308400;CALLE;DE;FRANCISCO REQUENA;00335400;CALLE;DE;GERARDO CORDÓN
00335550;CALLE;DE;GERARDO DIEGO;00444950;CALLE;DE;LUIS BUÑUEL;00285225;CALLE;DE LOS;EXTREMEÑOS
00335600;CALLE;DE;GERARDO RUEDA;00588100;CALLE;DEL;PICO CEJO;00764000;CAMINO;DE;VALDERRIBAS
00335700;CALLE;DE;GERARDO SAINZ;00410200;AVENIDA;DE;JUAN ANDRÉS;00005700;CALLE;DE;ADRIÁN ANDRÉS
00335800;CALLE;DE;GERMÁN PÉREZ CARRASCO;00796300;CALLE;DE LA;VIRGEN DEL SAGRARIO;00511600;CALLE;DE LOS;MISTERIOS
00335900;CALLE;DE;GERONA;00611400;PLAZA;DE LA;PROVINCIA;00498000;PLAZA;;MAYOR
00336000;CALLE;DE;GESALEICO;00739800;CALLE;DEL;TERCIO;00040300;CALLE;DE;AMALARICO
00336200;PLAZA;DE;GETAFE;00445000;CALLE;DE;LUIS CABRERA;00647600;CALLE;DE;ROS DE OLANO
00336100;CALLE;DE;GETAFE;00567000;CALLE;DE;PARVILLAS ALTAS;00339100;CALLE;DE;GÓMEZ ACEBO
00336300;CALLE;DE;GETINO;00280100;CALLE;DE;ESTÍBALIZ;00595800;CALLE;DEL;PINTOR BRENES
00336350;PASEO;DE LOS;GIGANTES Y CABEZUDOS;00427025;AVENIDA;DE;LA VERBENA DE LA PALOMA;00020800;CALLE;DE;ALCOCER
00336400;CALLE;DE;GIJÓN;00372900;CALLE;DE LA;INDUSTRIA;00249900;CALLE;DE;DOÑA MENCÍA
00336700;CALLE;DE;GIL DE ONTAÑÓN;00458800;CALLE;DE;MANIPA;00292900;CALLE;DE;FERNÁNDEZ CARO
00336900;CALLE;DE;GIL DE SANTIVÁÑES;00169000;CALLE;DEL;CID;00710300;CALLE;DE;SERRANO
00336500;CALLE;DE;GIL IMÓN;00706400;RONDA;DE;SEGOVIA;00372200;PASEO;;IMPERIAL
00336600;TRAVESÍA;DE;GIL IMÓN;00706400;RONDA;DE;SEGOVIA;00336500;CALLE;DE;GIL IMÓN
00336800;CALLE;DE;GIL Y POLO;00104100;CALLE;DE;BERÁSTEGUI;00352300;CALLE;DE;GUTIERRE DE CETINA
00337000;CALLE;DE;GILENA;00567000;CALLE;DE;PARVILLAS ALTAS;00339300;PLAZA;DE;GÓMEZ ACEBO
00002445;PASEO;DE;GINEBRA;00002444;CALLE;DE;AUSTRIA;00002443;CALLE;DE;SOFÍA
00001032;CALLE;DEL;GINEBRO;00789100;CALLE;DE;EDUARDO BARREIROS;00001029;CALLE;DEL;ALERCE
00337300;CALLE;DE;GINÉS NAVARRO;00782800;AVENIDA;DE LA;VICTORIA;00556450;AVENIDA;DEL;PADRE HUIDOBRO
00337350;CALLE;DE;GINZO DE LIMIA;00079950;AVENIDA;DE;ASTURIAS;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA
00337370;CALLE;DE LA;GIRALDA;00278500;CALLE;DE LA;ESTAFETA;00583100;CAMINO;DE;PERALES
00337400;CALLE;DEL;GIRASOL;00539800;CALLE;DE;NUESTRA SEÑORA DE LA SOLEDAD;00254900;CALLE;DE LA;DUQUESA DE TAMAMES
00337600;CALLE;DEL;GLADIOLO;00028900;CALLE;DE LOS;ALGODONALES;00488000;CALLE;DEL;MARQUÉS DE VIANA
00002584;CALLE;DE;GLASGOW;00002572;CALLE;DE;TOSCANA;00002570;CALLE;DE;VERSALLES
31000584;CALLE;DE;GLORIA FUERTES;31000583;CALLE;DE LA;MADRE TERESA DE CALCUTA;31000585;CALLE;DE;MARÍA DE MAEZTU
00337810;AVENIDA;DE LAS;GLORIETAS;00731000;RONDA;;SUR;00634750;CALLE;DE LA;REGUERA DE TOMATEROS
00305700;CALLE;DE LA;GLOXINIA;00238800;PASEO;DE LA;DIRECCIÓN;00785200;CALLE;DE;VILLAAMIL
00483000;CALLE;DE LA;GLYCERIA;00482900;TRAVESÍA;DE;MARINA VEGA;00291800;CALLE;DE;FERMÍN DONAIRE
00337900;CALLE;DE;GOBELAS;00806700;CALLE;DE;ZUMÁRRAGA;00349300;CALLE;DE;GUECHO
00338000;PLAZA;DE LOS;GOBELINOS;00272900;CALLE;DE LA;ESFINGE;00092000;CALLE;DE;BARBASTRO
00338100;CALLE;DEL;GOBERNADOR;00235500;COSTANILLA;DE LOS;DESAMPARADOS;00606900;PASEO;DEL;PRADO
00338200;PLAZA;DEL;GOBERNADOR CARLOS RUIZ;00617500;CALLE;DEL;PUERTO DEL MONASTERIO;00517500;CALLE;DEL;MONTE DE SAN MARCIAL
00338300;CALLE;DE;GODELLA;00118900;CALLE;DE;BURJASOT;00643600;CALLE;DE;ROCAFORT
00338400;CALLE;DE;GOIRI;00683900;CALLE;DE;SAN RAIMUNDO;99000001;LUGAR;;FONDO DE SACO
00338500;CALLE;DE;GOITIA;00078700;CALLE;DE;ARTURO SORIA;00328700;CALLE;DEL;GENERAL ARANAZ
00338600;PLAZA;DE LA;GOLETA;00104500;CALLE;DEL;BERGANTÍN;00134000;AVENIDA;DE;CANTABRIA
00002863;CALLE;;GOLF;00002860;CALLE;;BRAVO;00002858;AVENIDA;;CENTRAL
00000820;CALLE;DEL;GOLFO DE DARIÉN;00573400;CALLE;DE;PEDRO LABORDE;00554750;AVENIDA;DE;PABLO NERUDA
00000817;CALLE;DEL;GOLFO DE GUAYAQUIL;00734200;CALLE;DE;TÁNGER;00741600;CALLE;DE LA;TIERRUCA
00338800;CALLE;DEL;GOLFO DE SALÓNICA;00676900;AVENIDA;DE;SAN LUIS;00391100;CALLE;DEL;JAZMÍN
00906151;TRAVESÍA;DE;GOLMAYO;00063100;CALLE;DE;AÑASTRO;00031750;CALLE;DE;ALMARZA
00338815;PLAZA;DE;GOLMAYO;00547550;CALLE;DE;OLVEGA;00031750;CALLE;DE;ALMARZA
00001868;CALLE;DE LA;GOLONDRINA;00369600;CARRETERA;DE;HÚMERA;00002887;AVENIDA;DEL;TALGO
00339200;CALLEJÓN;DE;GÓMEZ ACEBO;00632200;AVENIDA;;REAL DE PINTO;00339300;PLAZA;DE;GÓMEZ ACEBO
00339300;PLAZA;DE;GÓMEZ ACEBO;00337000;CALLE;DE;GILENA;00247700;CALLE;DE;DOMINGO PÁRRAGA
00339100;CALLE;DE;GÓMEZ ACEBO;00275300;AVENIDA;DE LA;ESPINELA;00339200;CALLEJÓN;DE;GÓMEZ ACEBO
00339500;CALLE;DE;GÓMEZ CANO;00082000;PLAZA;DE;AUNÓS;00689500;CALLE;DE;SÁNCHEZ PACHECO
00427400;CALLE;DE;GÓMEZ DE ARTECHE;00329600;AVENIDA;DE;CARABANCHEL ALTO;00027800;CALLE;DE;ALFREDO ALEIX
00339400;CALLE;DE;GÓMEZ DE AVELLANEDA;00761100;CALLE;DE;LOS URQUIZA;00770900;CALLE;DE;VÁZQUEZ DE MELLA
00672200;CALLE;DE;GÓMEZ DE BAQUERO;00133000;CALLE;DE;CANET DE MAR;00701800;CALLE;DEL;SANTO ÁNGEL
00339800;CALLE;DE;GÓMEZ DE MORA;00614500;PLAZA;DE LA;PUERTA CERRADA;00204500;PLAZA;DEL;CONDE DE BARAJAS
00339700;CALLE;DE;GÓMEZ HEMANS;00078700;CALLE;DE;ARTURO SORIA;00118450;CALLE;DE;BURGO DE OSMA
00339900;CALLE;DE;GÓMEZ ORTEGA;00644800;CALLE;DE;RODRÍGUEZ MARÍN;00263100;CALLE;DE;EMILIO CAMPIÓN
00340100;CALLE;DE;GÓMEZNARRO;00619550;CALLE;DE;PUERTO DE SANTA MARÍA;00133455;CARRETERA;DE;CANILLAS
00002293;TRAVESÍA;DE;GÓMEZNARRO;00002284;CALLE;DEL;RÍO DUERO;00340100;CALLE;DE;GÓMEZNARRO
00340150;CALLE;DE LA;GÓNDOLA;00468950;PLAZA;DEL;MAR;00321200;CALLE;DE LA;GALERA
00340300;CALLE;DE;GONZÁLEZ AMIGO;99000001;LUGAR;;FONDO DE SACO;00504400;CALLE;DE;MESENA
00340400;CALLE;DE;GONZÁLEZ ARIAS;00148900;CALLE;DE LOS;CARRASCALES;00418200;CALLE;DE;JUAN SALAS
00000150;CALLE;DE;GONZÁLEZ DÁVILA;31001323;CALLE;;PROVISIONAL POLÍGONO INDUSTRIAL DE VALLECAS UNO;00789500;CARRETERA;DE;VILLAVERDE A VALLECAS
00340500;CALLE;DE;GONZÁLEZ FEITO;00059400;CALLE;DE;ANTONIO LÓPEZ;00583100;CAMINO;DE;PERALES
00340600;CALLE;DE;GONZÁLEZ SOLA;00135600;CALLE;DEL;CAÑAVERAL;00056000;CALLE;DE;ANTONIO
00340700;CALLE;DE;GONZÁLEZ SOTO;00590300;CALLE;DEL;PICO DE MULHACÉN;00294300;CALLE;DE;FERNANDO GIRÁLDEZ
00340900;CALLE;DE;GONZALO DE BERCEO;00073300;CALLE;DE;ARRIAGA;00344700;CALLE;DE;GREGORIO DONAS
00170700;CALLE;DE;GONZALO DE CÉSPEDES;00439900;AVENIDA;DE;LOGROÑO;00085400;CALLE;DE;AYERBE
00341000;CALLE;DE;GONZALO DE CÓRDOBA;00313100;CALLE;DE;FUENCARRAL;00545200;PLAZA;DE;OLAVIDE
00341100;CALLE;DE;GONZALO HERRERO;00168500;CALLE;DE;CEUTA;00311850;CALLE;DE;FRAY JUNÍPERO SERRA
00341200;CALLE;DE;GONZALO JIMÉNEZ DE QUESADA;00342950;CALLE;;GRAN VÍA;00235800;CALLE;DEL;DESENGAÑO
00341300;CALLE;DE;GONZALO LÓPEZ;00564900;CALLE;DE LA;PARRA;00023700;CALLE;DE;ALEJANDRO MORÁN
00341400;CALLE;DE;GONZALO SANDINO;00122705;CALLE;DEL;CACTUS;00311850;CALLE;DE;FRAY JUNÍPERO SERRA
31000404;CALLE;DE;GONZALO TORRENTE BALLESTER;00687300;CALLE;DE;SAN VENANCIO;00671300;CALLE;DE;SAN HILARIO
00341500;GLORIETA;DE;GORDEJUELA;00387600;CALLE;DE;IZARRA;00387600;CALLE;DE;IZARRA
00255800;CALLE;DEL;GORDOLOBO;00116050;CALLE;DE LA;NOPALERA;00311700;CALLE;DE;FRAY JOSÉ CERDEIRIÑA
00341600;CALLE;DEL;GORRIÓN;00406700;CALLE;DE;JOSÉ DEL RÍO;00020200;CALLE;DEL;ALCAUDÓN
00002392;CALLE;DE;GOTARRENDURA;00708800;CALLE;DE;SEPÚLVEDA;00002385;CALLE;DEL;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN
00341900;CALLE;DE;GOYA;00176800;PLAZA;DE;COLÓN;00241300;CALLE;DEL;DOCTOR ESQUERDO
00342100;CALLE;DE;GOYENECHE;00309200;PLAZA;DE;FRANCISCO RUANO;00240400;CALLE;DEL;DOCTOR CARMENA RUIZ
00342200;CALLE;DE LOS;GRABADORES;00208700;CALLE;DE LOS;CONSERVEROS;00043700;CALLE;DE;AMPOSTA
31001293;GLORIETA;DE;GRACITA MORALES;00001395;CALLE;DEL;VALLE DE PINARES LLANOS;31000580;CALLE;DEL;ARROYO DEL MONTE
00342450;CALLE;DE;GRAENA;00549560;AVENIDA;DE;ORCASUR;00522560;CALLE;DE;MOREJA
00342500;CALLE;DE;GRAFAL;00706500;PLAZA;DE;SEGOVIA NUEVA;00158600;CALLE;DE LA;CAVA ALTA
00342600;CALLE;DEL;GRAFITO;00730600;CALLE;DEL;SULFATO;00542960;CALLE;DE;NUÑO GÓMEZ
00379900;CALLE;DE LA;GRAMA;00906231;CAMINO;;ALTO DE HORTALEZA;00762925;CAMINO;DE;VALDEHIGUERA
00342700;CALLE;;GRAN AVENIDA;00127875;CALLE;DEL;CAMINO VIEJO DE VILLAVERDE;00130300;CALLE;DE;CAMPOTEJAR
00342800;GLORIETA;DEL;GRAN CAPITÁN;00017200;CALLE;DE;ALBERTO AGUILERA;00205200;CALLE;DEL;CONDE DUQUE
00342900;CALLE;DEL;GRAN PODER;00000726;CALLE;DEL;MURO;31000057;CALLE;DE LA;PLAYA AMÉRICA
00342950;CALLE;;GRAN VÍA;00018900;CALLE;DE;ALCALÁ;00273600;PLAZA;DE;ESPAÑA
00000728;AVENIDA;DE LA;GRAN VÍA DE HORTALEZA;00262500;CALLE;DE;EMETERIO CASTAÑOS;00764725;CALLE;DE;VALDETORRES DE JARAMA
00669050;AVENIDA;DE LA;GRAN VÍA DE SAN FRANCISCO;00615000;GLORIETA;DE LA;PUERTA DE TOLEDO;00669100;PLAZA;DE;SAN FRANCISCO
31000669;AVENIDA;DE LA;GRAN VÍA DE VILLAVERDE;00002695;CALLE;DE;CLARA SCHUMANN;00632200;AVENIDA;;REAL DE PINTO
00002903;AVENIDA;DE LA;GRAN VÍA DEL ESTE;00785400;CALLE;DE;VILLABLANCA;00778950;AVENIDA;DE LA;DEMOCRACIA
31000471;AVENIDA;DE LA;GRAN VÍA DEL SURESTE;00499700;AVENIDA;DEL;MEDITERRÁNEO;31000627;AVENIDA;DEL;MAYORAZGO
00343000;CALLE;DE;GRANADA;00352200;CALLE;DE;GUTENBERG;00241300;CALLE;DEL;DOCTOR ESQUERDO
00343350;CALLE;DE LOS;GRANADEROS;00285200;PASEO;DE;EXTREMADURA;00072925;AVENIDA;DE LOS;ARQUEROS
00343200;CALLE;DE;GRANADILLA;00105900;CALLE;DE;BETANCUNIA;00357000;CALLE;DE LOS;HERMANOS GARCÍA NOBLEJAS
00343300;CALLE;DEL;GRANADO;00633300;CALLE;DE LA;REDONDILLA;00523700;PLAZA;DE LA;MORERÍA
00343400;PLAZA;DEL;GRANADO;00458000;CALLE;DE LOS;MANCEBOS;00052450;CALLE;;ANGOSTA DE LOS MANCEBOS
00343600;CALLE;DE LA;GRANDEZA ESPAÑOLA;00699300;CALLE;DE;SANTA ÚRSULA;00508100;CALLE;DE LA;MILAGROSA
00002729;CALLE;DEL;GRANITO;00262000;CALLE;DE;EMBAJADORES;00173600;CALLE;DEL;COBRE
00905416;CALLE;DEL;GRANITO DE ORO;00161250;CALLE;DE;CELEORAMA GÓMEZ;00905408;CAMINO;DEL;MONTE CARMELO
00343700;CALLE;DE LA;GRANJA;00328950;CALLE;DEL;GENERAL ASENSIO CABANILLAS;00514000;AVENIDA;DE LA;MONCLOA
00283300;CALLE;DE;GRANJA DE TORREHERMOSA;00371700;CALLE;DE;ILLESCAS;00711200;CALLE;DE;SESEÑA
00343900;CALLE;DE LA;GRANJILLA;00500200;CALLE;DE;MÉJICO;00413100;CALLE;DE;JUAN DE LA HOZ
00002828;CALLE;DE;GRAÑÓN;00002798;AVENIDA;DEL;CAMINO DE SANTIAGO;00002801;CALLE;DE;SAN JUAN DE ORTEGA
00344000;CALLE;DE;GRAVINA;00365400;CALLE;DE;HORTALEZA;00094000;CALLE;DEL;BARQUILLO
00002423;CALLE;DE;GRAZALEMA;00676900;AVENIDA;DE;SAN LUIS;00676900;AVENIDA;DE;SAN LUIS
31000017;CALLE;DE;GRAZIA DELEDDA;00789500;CARRETERA;DE;VILLAVERDE A VALLECAS;31000059;CALLE;DE;AUGUSTOBRIGA
00002436;PLAZA;DE;GRECIA;00371600;CALLE;DE;LA ILÍADA;00066700;AVENIDA;DE;ARCENTALES
00344600;CALLE;DE;GREGORIO BENÍTEZ;00078700;CALLE;DE;ARTURO SORIA;00042500;AVENIDA;DE;AMÉRICA
00344650;AVENIDA;DE;GREGORIO DEL AMO;00379850;PLAZA;DE LA;ISLA DE ALBORÁN;00002762;CALLE;DE;JOSÉ ANTONIO NOVAIS
00344700;CALLE;DE;GREGORIO DONAS;00308600;CALLE;DE;FRANCISCO RIOJA;00703500;CALLE;DE;SANTURCE
00363500;CALLE;DE;GREGORIO LÓPEZ MADERA;00354700;AVENIDA;DE;HELLÍN;00778910;AVENIDA;DE;CANILLEJAS A VICÁLVARO
00344900;CALLE;DE;GREGORIO NAVAS;00559900;CALLE;DE LAS;PALOMERAS;00665400;AVENIDA;DE;SAN DIEGO
00345000;CALLE;DE;GREGORIO ORTIZ;00107500;CALLE;DEL;BISMUTO;00275300;AVENIDA;DE LA;ESPINELA
00140900;CALLE;DE;GREGORIO SÁNCHEZ HERRÁEZ;00469800;CALLE;DEL;MAR DE CORAL;00520950;CAMINO;DE;MONTORO
00345300;CALLE;DE;GREGORIO SANZ;00615500;CALLE;DEL;PUERTO ALTO;00713200;CALLE;DE LA;SIERRA DE ALCUBIERRE
00345400;CALLE;DE;GREGORIO VACAS;00029650;CALLE;DE LA;ALHAMBRA;00157300;CALLE;DE;CASTROSERNA
00345500;CALLE;DE LOS;GREMIOS;00043700;CALLE;DE;AMPOSTA;00582500;CALLE;DE LOS;PEONES
00345600;CALLE;DE LA;GRIFERÍA;00712500;CALLE;DE LA;SIDERURGIA;00124900;CALLE;DE LA;CALDERERÍA
00345700;CALLE;DE;GRIJALBA;99000001;LUGAR;;FONDO DE SACO;00798100;CALLE;DE;VITRUVIO
00345800;PASAJE;DE;GRIJALBA;00345700;CALLE;DE;GRIJALBA;00345700;CALLE;DE;GRIJALBA
00345900;CALLE;DE;GRIÑÓN;00668500;CALLE;DE;SAN FERNANDO DEL JARAMA;99000001;LUGAR;;FONDO DE SACO
00346300;CALLE;DEL;GUABAIRO;00275200;CALLE;DE;EL ESPINAR;00538300;AVENIDA;DE;NUESTRA SEÑORA DE FÁTIMA
00346400;TRAVESÍA;DEL;GUABAIRO;00346300;CALLE;DEL;GUABAIRO;00374100;CAMINO;DE LOS;INGENIEROS
00346500;CALLE;DEL;GUACAMAYO;00756400;CALLE;DEL;TUCÁN;00127800;CALLE;DE;CAMICHI
00346600;CALLE;DEL;GUADAIRA;00560000;AVENIDA;DE LAS;PALOMERAS;00075500;CALLE;DEL;ARROYO DEL OLIVAR
00346750;AVENIDA;DE;GUADALAJARA;00357000;CALLE;DE LOS;HERMANOS GARCÍA NOBLEJAS;00002445;PASEO;DE;GINEBRA
00346700;CALLE;DE;GUADALAJARA;00042500;AVENIDA;DE;AMÉRICA;00206300;CALLE;DEL;CONDE DE LAS POSADAS
00346800;CALLE;DEL;GUADALAVIAR;00124100;CALLE;DE;CALAMOCHA;00788800;CALLE;DE;VILLASTAR
